stunting,kemiskinan,ketidakcukupan,ketidakcukupan_scaled
0.16182572614107882,0.11844240129799893,0.32862032499979815,0.3286203249997982
0.20746887966804972,0.17468902109248247,0.0,0.0
0.27800829875518673,0.366143861546782,0.29547857955875584,0.29547857955875584
0.8049792531120331,0.3401838831800974,0.4383864639925087,0.4383864639925087
0.4522821576763486,0.2271498107084911,0.49681942572067456,0.49681942572067456
0.15767634854771784,0.0010816657652785167,0.07999870839623174,0.07999870839623174
0.4522821576763486,0.29853975121687404,0.21765137999790113,0.21765137999790116
0.3817427385892116,0.24175229853975122,0.594375872841609,0.594375872841609
0.43983402489626555,0.27690643591130343,0.21506009993784156,0.21506009993784156
0.4813278008298755,0.2152514872904273,0.022966329504266324,0.022966329504266327
0.46887966804979253,0.46836127636560304,0.4960162096272916,0.4960162096272916
0.14937759336099588,0.37750135208220664,0.1943702220751229,0.19437022207512292
0.26970954356846466,0.26446727961060035,0.3455806969816834,0.3455806969816834
0.4522821576763486,0.2255273120605733,0.05088918846920735,0.05088918846920736
